,車站種類,車站編號,車站名稱,村里數量,納稅單位,綜合所得總額,所得平均,戶數,人口,男性人口,女性人口,0-14歲人口,15-64歲人口,65歲以上人口,15-19歲人口,20-24歲人口,25-29歲人口,30-34歲人口,35-39歲人口,40-44歲人口,45-49歲人口,50-54歲人口,55-59歲人口,60-64歲人口,博士人口,碩士人口,大學院校人口,專科人口,高中職人口,國中初職人口,小學人口,不識字人口,未婚人口,有偶人口,出生數,死亡數,遷入人口,遷出人口
133,tp_mrt,R06,台北捷運大安森林公園站,140,86775.0,12392316.0,6841.0,103275.0,251110.0,117516.0,133596.0,36634.0,164398.0,50080.0,11101.0,12264.0,12793.0,14315.0,19798.0,20776.0,18581.0,18294.0,18359.0,18148.0,4984.0,32386.0,85100.0,27399.0,42712.0,10896.0,10153.0,583.0,106746.0,116091.0,1902.0,1745.0,14846.0,16422.0
134,tp_mrt,R07,台北捷運東門站,158,92311.0,12588133.0,7250.0,113409.0,271238.0,127588.0,143655.0,38257.0,178943.0,54038.0,11770.0,13336.0,14130.0,15681.0,21678.0,22503.0,19857.0,19860.0,20192.0,19966.0,4924.0,32512.0,88323.0,29796.0,49650.0,13904.0,12756.0,765.0,115197.0,123343.0,2061.0,1961.0,16053.0,17620.0
135,tp_mrt,R08,台北捷運中正紀念堂站,153,84980.0,10798261.0,6472.0,108295.0,258664.0,123116.0,135548.0,35399.0,173143.0,50124.0,11375.0,13003.0,13909.0,15341.0,21002.0,21730.0,19222.0,19186.0,19424.0,18976.0,4155.0,27923.0,79511.0,28423.0,51307.0,15722.0,14872.0,955.0,110046.0,115839.0,1967.0,1925.0,14814.0,16509.0
136,tp_mrt,R09,台北捷運台大醫院站,158,85146.0,10643896.0,6453.0,109681.0,258543.0,123014.0,135537.0,34788.0,174247.0,49511.0,11082.0,12919.0,14110.0,15876.0,21543.0,21893.0,19073.0,19090.0,19484.0,19196.0,3836.0,26616.0,78188.0,28260.0,52613.0,17091.0,15760.0,986.0,110328.0,114698.0,2032.0,1937.0,15105.0,16959.0
137,tp_mrt,R10,台北捷運台北車站,169,90114.0,11146716.0,6800.0,116593.0,274167.0,130527.0,143648.0,36348.0,185569.0,52254.0,11596.0,13663.0,15100.0,17110.0,23026.0,23166.0,20235.0,20259.0,20808.0,20631.0,3806.0,27572.0,82655.0,30165.0,56426.0,18728.0,17044.0,1013.0,117062.0,121308.0,2151.0,2069.0,15641.0,17864.0
138,tp_mrt,R11,台北捷運中山站,158,80975.0,10041530.0,6283.0,104104.0,245449.0,116675.0,128784.0,32432.0,166640.0,46380.0,10414.0,12298.0,13614.0,15436.0,20660.0,20773.0,18113.0,18145.0,18662.0,18554.0,3156.0,24048.0,74061.0,27122.0,51132.0,17107.0,15172.0,867.0,105126.0,108503.0,1927.0,1799.0,14017.0,15872.0
139,tp_mrt,R12,台北捷運雙連站,152,71950.0,8476529.0,5685.0,93352.0,219161.0,104248.0,114923.0,27162.0,150526.0,41473.0,9223.0,11142.0,12548.0,14189.0,18721.0,18459.0,16169.0,16341.0,16909.0,16859.0,2444.0,19716.0,64657.0,24637.0,47713.0,16696.0,14967.0,831.0,93618.0,96124.0,1728.0,1625.0,11993.0,13655.0
140,tp_mrt,R13,台北捷運民權西路站,153,69385.0,7743273.0,5477.0,90852.0,213481.0,101845.0,111646.0,25221.0,148270.0,39989.0,8938.0,11024.0,12550.0,14221.0,18552.0,17966.0,15717.0,16040.0,16681.0,16612.0,2017.0,17553.0,61421.0,24199.0,48338.0,17639.0,15857.0,895.0,91084.0,92977.0,1694.0,1588.0,10915.0,12664.0
141,tp_mrt,R14,台北捷運圓山站,148,69958.0,7324143.0,5042.0,91433.0,220431.0,105812.0,114628.0,26235.0,154153.0,40038.0,9454.0,11653.0,13152.0,14867.0,19436.0,18779.0,16313.0,16508.0,17054.0,16961.0,1792.0,16760.0,61565.0,24889.0,50931.0,19304.0,17577.0,1008.0,94508.0,95955.0,1757.0,1594.0,10137.0,12260.0
142,tp_mrt,R15,台北捷運劍潭站,90,52044.0,5746678.0,3311.0,64812.0,161339.0,77423.0,83918.0,19739.0,111883.0,29720.0,6898.0,8454.0,9506.0,10913.0,14241.0,13528.0,11840.0,11905.0,12274.0,12322.0,1499.0,13257.0,46436.0,18361.0,35897.0,12553.0,12606.0,722.0,68557.0,71975.0,1324.0,1131.0,6882.0,8952.0
143,tp_mrt,R16,台北捷運士林站,64,44606.0,5280457.0,2616.0,52093.0,136348.0,65217.0,71128.0,18383.0,93150.0,24820.0,6049.0,7204.0,7860.0,9035.0,11952.0,11384.0,9885.0,9678.0,9915.0,10197.0,1501.0,12413.0,40958.0,15724.0,28314.0,8671.0,9703.0,506.0,57939.0,62668.0,1097.0,893.0,5289.0,7005.0
144,tp_mrt,R17,台北捷運芝山站,62,45075.0,5407812.0,2574.0,52274.0,138349.0,66147.0,72196.0,18927.0,94483.0,24946.0,6176.0,7338.0,7981.0,9171.0,12058.0,11560.0,9966.0,9729.0,10042.0,10460.0,1663.0,12726.0,41955.0,15981.0,28264.0,8497.0,9667.0,508.0,58722.0,63941.0,1103.0,886.0,5410.0,6944.0
145,tp_mrt,R18,台北捷運明德站,60,45020.0,5411476.0,2494.0,52373.0,137581.0,65848.0,71725.0,18615.0,94250.0,24723.0,6148.0,7359.0,8029.0,9114.0,11950.0,11419.0,9908.0,9742.0,10088.0,10490.0,1670.0,12784.0,41971.0,15926.0,28025.0,8428.0,9516.0,495.0,58400.0,63624.0,1090.0,880.0,5282.0,6849.0
146,tp_mrt,R19,台北捷運石牌站,59,43846.0,5311849.0,2463.0,51338.0,133433.0,63729.0,69700.0,17864.0,91512.0,24064.0,5935.0,7202.0,7835.0,8840.0,11504.0,10924.0,9578.0,9531.0,9893.0,10268.0,1689.0,12611.0,41095.0,15543.0,27032.0,8039.0,8949.0,467.0,56602.0,61596.0,1049.0,874.0,5205.0,6654.0
147,tp_mrt,R20,台北捷運唭哩岸站,52,38377.0,4586131.0,2112.0,45403.0,117488.0,56028.0,61461.0,15774.0,80937.0,20785.0,5311.0,6363.0,7007.0,7780.0,10132.0,9682.0,8641.0,8450.0,8702.0,8870.0,1463.0,10922.0,35991.0,13760.0,23757.0,7292.0,7943.0,452.0,49725.0,54229.0,946.0,783.0,4593.0,5764.0
148,tp_mrt,R21,台北捷運奇岩站,40,28698.0,3349279.0,1586.0,34708.0,89099.0,42581.0,46520.0,12085.0,61594.0,15423.0,4054.0,4798.0,5287.0,5879.0,7784.0,7574.0,6715.0,6400.0,6539.0,6568.0,1088.0,7927.0,26593.0,10475.0,18349.0,5797.0,6317.0,363.0,37738.0,40886.0,725.0,610.0,3500.0,4353.0
149,tp_mrt,R22,台北捷運北投站,29,20754.0,2310463.0,1104.0,25330.0,65287.0,31258.0,34034.0,8979.0,45311.0,11001.0,2992.0,3501.0,3889.0,4281.0,5761.0,5645.0,4978.0,4733.0,4789.0,4742.0,764.0,5578.0,18922.0,7747.0,13722.0,4439.0,4765.0,286.0,27883.0,29522.0,536.0,465.0,2379.0,3086.0
150,tp_mrt,R22A,台北捷運新北投站,30,21175.0,2391778.0,1155.0,25834.0,66438.0,31822.0,34620.0,9037.0,46127.0,11277.0,3028.0,3589.0,3969.0,4342.0,5798.0,5700.0,5049.0,4844.0,4950.0,4859.0,796.0,5700.0,19410.0,7864.0,13927.0,4491.0,4832.0,294.0,28264.0,30122.0,547.0,471.0,2455.0,3172.0
151,tp_mrt,R23,台北捷運復興崗站,28,19416.0,2040269.0,1018.0,24595.0,60502.0,29075.0,31432.0,6951.0,43252.0,10300.0,2744.0,3365.0,3826.0,4085.0,5249.0,4942.0,4725.0,4764.0,4862.0,4689.0,595.0,4865.0,17275.0,7343.0,13495.0,4734.0,4822.0,328.0,25352.0,27288.0,469.0,454.0,2426.0,2835.0
152,tp_mrt,R24,台北捷運忠義站,23,16098.0,1628578.0,803.0,21168.0,51124.0,24689.0,26440.0,5600.0,36986.0,8539.0,2347.0,2924.0,3307.0,3432.0,4421.0,4194.0,4067.0,4183.0,4181.0,3928.0,433.0,3741.0,14107.0,6169.0,11878.0,4427.0,4386.0,302.0,21378.0,22823.0,391.0,382.0,2064.0,2323.0
153,tp_mrt,R25,台北捷運關渡站,13,8874.0,859609.0,422.0,12007.0,28823.0,13967.0,14855.0,3030.0,21258.0,4535.0,1400.0,1707.0,1922.0,1959.0,2475.0,2395.0,2334.0,2404.0,2413.0,2246.0,206.0,1908.0,7601.0,3429.0,6992.0,2847.0,2587.0,175.0,12022.0,12983.0,196.0,199.0,1416.0,1305.0
154,tp_mrt,R26,台北捷運竹圍站,13,10155.0,1049548.0,457.0,13811.0,31422.0,14962.0,16459.0,3202.0,23076.0,5145.0,1398.0,1768.0,2002.0,2052.0,2627.0,2643.0,2635.0,2732.0,2690.0,2524.0,313.0,2504.0,8939.0,3947.0,7274.0,2685.0,2340.0,172.0,12948.0,14236.0,203.0,199.0,1875.0,1493.0
155,tp_mrt,R27,台北捷運紅樹林站,26,12036.0,1182992.0,835.0,17160.0,38298.0,18177.0,20119.0,3903.0,28301.0,6089.0,1780.0,2293.0,2571.0,2444.0,2974.0,3134.0,3220.0,3413.0,3376.0,3090.0,392.0,2887.0,10670.0,4733.0,9118.0,3674.0,2647.0,222.0,16045.0,16893.0,223.0,229.0,2175.0,1460.0
156,tp_mrt,R28,台北捷運淡水站,26,11950.0,1122832.0,803.0,17102.0,39422.0,18781.0,20639.0,4702.0,28988.0,5728.0,1951.0,2457.0,2681.0,2466.0,3163.0,3389.0,3313.0,3362.0,3228.0,2977.0,390.0,2790.0,10888.0,4684.0,9405.0,3903.0,2417.0,196.0,16951.0,17164.0,248.0,226.0,2064.0,1236.0
157,tp_lr,V01,台北捷運紅樹林站,27,12814.0,1246449.0,859.0,18398.0,41017.0,19447.0,21569.0,4465.0,30216.0,6332.0,1921.0,2442.0,2716.0,2593.0,3222.0,3479.0,3444.0,3616.0,3530.0,3248.0,416.0,3055.0,11399.0,5034.0,9722.0,3951.0,2702.0,225.0,17289.0,18052.0,242.0,245.0,2304.0,1487.0
158,tp_lr,V02,台北捷運竿蓁林站,28,13164.0,1249800.0,876.0,18764.0,42712.0,20216.0,22495.0,4971.0,31431.0,6307.0,2091.0,2605.0,2873.0,2689.0,3412.0,3670.0,3624.0,3674.0,3528.0,3263.0,427.0,3094.0,11904.0,5116.0,10110.0,4159.0,2663.0,218.0,18298.0,18621.0,260.0,250.0,2257.0,1414.0
159,tp_lr,V03,台北捷運淡金鄧公站,27,11724.0,1104459.0,835.0,16789.0,38709.0,18472.0,20235.0,4613.0,28450.0,5641.0,1909.0,2393.0,2629.0,2431.0,3104.0,3325.0,3267.0,3298.0,3169.0,2925.0,384.0,2753.0,10653.0,4572.0,9198.0,3874.0,2417.0,200.0,16629.0,16869.0,237.0,228.0,2036.0,1223.0
160,tp_lr,V04,台北捷運淡江大學站,28,11844.0,1113295.0,861.0,17008.0,39297.0,18819.0,20476.0,4713.0,28852.0,5726.0,1950.0,2429.0,2671.0,2470.0,3150.0,3372.0,3307.0,3350.0,3211.0,2944.0,381.0,2761.0,10756.0,4607.0,9337.0,3986.0,2492.0,213.0,16872.0,17157.0,242.0,232.0,2049.0,1224.0
161,tp_lr,V05,台北捷運淡金北新站,30,14062.0,1324716.0,919.0,20912.0,47292.0,22678.0,24611.0,5861.0,34700.0,6726.0,2302.0,2855.0,3221.0,3058.0,3941.0,4118.0,3936.0,3968.0,3830.0,3475.0,462.0,3348.0,13017.0,5530.0,11191.0,4705.0,2858.0,260.0,20271.0,20747.0,324.0,276.0,2901.0,1539.0
162,tp_lr,V06,台北捷運新市一路站,31,14608.0,1342347.0,935.0,22027.0,49921.0,23967.0,25950.0,6138.0,36712.0,7066.0,2442.0,3058.0,3436.0,3252.0,4170.0,4310.0,4120.0,4174.0,4060.0,3694.0,466.0,3428.0,13660.0,5823.0,11984.0,5051.0,3037.0,271.0,21374.0,21872.0,340.0,291.0,3153.0,1593.0
163,tp_lr,V07,台北捷運淡水行政中心站,28,12920.0,1168130.0,833.0,19423.0,44662.0,21471.0,23188.0,5637.0,32915.0,6106.0,2254.0,2795.0,3115.0,2927.0,3746.0,3837.0,3658.0,3715.0,3609.0,3264.0,389.0,2929.0,12067.0,5202.0,10813.0,4617.0,2711.0,238.0,19293.0,19468.0,309.0,260.0,2730.0,1361.0
164,tp_lr,V08,台北捷運濱海義山站,27,12822.0,1160008.0,804.0,19270.0,44233.0,21228.0,23002.0,5597.0,32620.0,6013.0,2229.0,2770.0,3084.0,2906.0,3725.0,3810.0,3625.0,3671.0,3570.0,3235.0,388.0,2922.0,11991.0,5172.0,10708.0,4524.0,2646.0,232.0,19128.0,19263.0,308.0,256.0,2718.0,1355.0
165,tp_lr,V09,台北捷運濱海沙崙站,26,12065.0,1078495.0,766.0,18327.0,41984.0,20173.0,21808.0,5353.0,30923.0,5706.0,2109.0,2625.0,2933.0,2769.0,3559.0,3629.0,3421.0,3464.0,3364.0,3053.0,356.0,2702.0,11304.0,4887.0,10232.0,4341.0,2532.0,226.0,18152.0,18246.0,294.0,246.0,2639.0,1301.0
166,tp_lr,V10,台北捷運淡海新市鎮站,22,10903.0,984348.0,649.0,16634.0,38052.0,18275.0,19774.0,4958.0,28037.0,5054.0,1919.0,2387.0,2632.0,2510.0,3273.0,3328.0,3134.0,3136.0,3005.0,2715.0,330.0,2474.0,10300.0,4441.0,9216.0,3873.0,2215.0,200.0,16453.0,16596.0,273.0,218.0,2498.0,1192.0
167,tp_lr,V11,台北捷運崁頂站,16,9870.0,904029.0,489.0,15042.0,34154.0,16371.0,17781.0,4518.0,25252.0,4384.0,1742.0,2122.0,2362.0,2244.0,2973.0,3012.0,2848.0,2831.0,2707.0,2414.0,309.0,2288.0,9391.0,4025.0,8154.0,3389.0,1869.0,177.0,14753.0,15031.0,247.0,176.0,2282.0,1089.0
168,tp_lr,V26,台北捷運淡水魚人碼頭站,22,10561.0,956807.0,653.0,16139.0,36992.0,17761.0,19228.0,4800.0,27210.0,4980.0,1858.0,2315.0,2553.0,2431.0,3181.0,3257.0,3015.0,3043.0,2896.0,2665.0,316.0,2399.0,9996.0,4358.0,9005.0,3731.0,2163.0,182.0,15983.0,16117.0,267.0,216.0,2478.0,1171.0
169,tp_lr,V27,台北捷運沙崙站,26,12065.0,1078495.0,766.0,18327.0,41984.0,20173.0,21808.0,5353.0,30923.0,5706.0,2109.0,2625.0,2933.0,2769.0,3559.0,3629.0,3421.0,3464.0,3364.0,3053.0,356.0,2702.0,11304.0,4887.0,10232.0,4341.0,2532.0,226.0,18152.0,18246.0,294.0,246.0,2639.0,1301.0
170,tp_lr,V28,台北捷運台北海洋大學站,24,11158.0,1005996.0,709.0,16983.0,38855.0,18676.0,20176.0,5015.0,28597.0,5241.0,1958.0,2431.0,2686.0,2555.0,3329.0,3388.0,3192.0,3198.0,3076.0,2787.0,334.0,2523.0,10485.0,4537.0,9432.0,3980.0,2299.0,204.0,16766.0,16963.0,276.0,224.0,2511.0,1209.0
171,tp_mrt,Y01,台北捷運動物園站,31,21955.0,2639629.0,1262.0,26838.0,67789.0,32626.0,35158.0,8449.0,48445.0,10895.0,3359.0,4118.0,4217.0,4377.0,5580.0,5549.0,5332.0,5632.0,5390.0,4896.0,1073.0,7174.0,21185.0,7708.0,13790.0,3974.0,4029.0,293.0,28625.0,30908.0,530.0,472.0,2623.0,3225.0
172,tp_mrt,Y02,台北捷運政大站,29,20096.0,2466969.0,1199.0,24752.0,62444.0,30100.0,32340.0,7894.0,44645.0,9904.0,3197.0,3860.0,3887.0,3965.0,5005.0,5077.0,4964.0,5199.0,5000.0,4497.0,1020.0,6612.0,19377.0,7062.0,12728.0,3707.0,3666.0,276.0,26428.0,28462.0,481.0,427.0,2425.0,2934.0
173,tp_mrt,Y03,台北捷運文山區公所站,37,27040.0,3315950.0,1562.0,33090.0,83258.0,39882.0,43374.0,10958.0,59021.0,13279.0,4170.0,4993.0,5053.0,5256.0,6798.0,6854.0,6619.0,6850.0,6514.0,5916.0,1319.0,9020.0,26154.0,9614.0,16585.0,4561.0,4593.0,327.0,35305.0,38156.0,644.0,552.0,3403.0,4102.0
174,tp_mrt,Y04,台北捷運馬明潭站,62,41235.0,4868208.0,2501.0,51948.0,126756.0,60505.0,66253.0,15541.0,89379.0,21842.0,5993.0,7403.0,7716.0,7948.0,10138.0,10195.0,9890.0,10411.0,10132.0,9548.0,1911.0,13530.0,39893.0,14947.0,25977.0,7323.0,6978.0,467.0,53227.0,58095.0,915.0,870.0,5666.0,6327.0
175,tp_mrt,Y05,台北捷運溝子口站,88,53345.0,6203499.0,3485.0,67676.0,164117.0,78195.0,85921.0,19377.0,115459.0,29285.0,7623.0,9446.0,9977.0,10302.0,13033.0,13155.0,12777.0,13375.0,13140.0,12626.0,2380.0,16972.0,51434.0,19584.0,34393.0,9962.0,9170.0,601.0,68491.0,75252.0,1137.0,1102.0,7563.0,8119.0
176,tp_mrt,Y06,台北捷運寶斗厝站,86,51271.0,5898710.0,3366.0,65260.0,157354.0,74908.0,82445.0,18256.0,110778.0,28325.0,7237.0,9051.0,9610.0,9938.0,12529.0,12565.0,12216.0,12806.0,12657.0,12168.0,2181.0,16173.0,49394.0,18897.0,33153.0,9620.0,8870.0,575.0,65531.0,72174.0,1086.0,1066.0,7241.0,7763.0
177,tp_mrt,Y07,台北捷運大坪林站,106,58445.0,6460417.0,3992.0,75596.0,182974.0,87226.0,95750.0,21216.0,128913.0,32854.0,8425.0,10496.0,11259.0,11577.0,14595.0,14832.0,14170.0,14805.0,14659.0,14090.0,2246.0,17399.0,56043.0,22094.0,40234.0,12126.0,10659.0,674.0,76594.0,83061.0,1237.0,1253.0,8562.0,8867.0
178,tp_mrt,Y08,台北捷運十四張站,137,70422.0,7539333.0,5019.0,94131.0,224712.0,107081.0,117638.0,24998.0,158962.0,40767.0,10257.0,12786.0,13856.0,14013.0,17466.0,18444.0,17772.0,18182.0,18361.0,17829.0,2276.0,19748.0,67224.0,27500.0,52145.0,16289.0,13408.0,821.0,94359.0,100713.0,1423.0,1528.0,10754.0,10646.0
179,tp_mrt,Y09,台北捷運秀朗橋站,159,78104.0,8320063.0,5779.0,104463.0,249984.0,119110.0,130881.0,28000.0,176483.0,45517.0,11391.0,14163.0,15304.0,15614.0,19624.0,20568.0,19571.0,20088.0,20383.0,19778.0,2599.0,22077.0,74711.0,30538.0,57845.0,17923.0,15022.0,925.0,105259.0,111850.0,1578.0,1718.0,12003.0,12050.0
180,tp_mrt,Y10,台北捷運景平站,167,76838.0,7950643.0,5881.0,102653.0,247724.0,118194.0,129536.0,27672.0,175776.0,44289.0,11465.0,14114.0,15252.0,15507.0,19424.0,20700.0,19622.0,19903.0,20203.0,19596.0,2275.0,20456.0,72308.0,30309.0,58942.0,18873.0,15570.0,979.0,104719.0,110073.0,1543.0,1682.0,11715.0,11628.0
181,tp_mrt,Y11,台北捷運景安站,151,66675.0,6559260.0,5089.0,90315.0,219632.0,105375.0,114262.0,24040.0,157491.0,38112.0,10359.0,12624.0,13742.0,13884.0,17563.0,18860.0,17632.0,17510.0,17961.0,17368.0,1514.0,15965.0,61556.0,26849.0,54848.0,18764.0,14837.0,965.0,93221.0,96450.0,1375.0,1490.0,9959.0,9882.0
182,tp_mrt,Y12,台北捷運中和站,192,84246.0,8040447.0,6308.0,113980.0,283151.0,136430.0,146727.0,32379.0,202638.0,48150.0,13344.0,16237.0,17848.0,18458.0,23534.0,24536.0,22050.0,21801.0,22698.0,22140.0,1770.0,19347.0,76202.0,33798.0,70830.0,25900.0,21052.0,1431.0,121043.0,123879.0,1889.0,1927.0,12280.0,12505.0
183,tp_mrt,Y13,台北捷運橋和站,191,84826.0,8166284.0,6306.0,114952.0,286901.0,138383.0,148527.0,33686.0,205374.0,47853.0,13667.0,16425.0,18024.0,18778.0,24077.0,25105.0,22490.0,21926.0,22708.0,22187.0,1766.0,19431.0,75985.0,33823.0,71368.0,26910.0,21994.0,1481.0,123106.0,125397.0,1949.0,1911.0,12087.0,12361.0
184,tp_mrt,Y14,台北捷運中原站,196,87533.0,8398551.0,6434.0,118746.0,300218.0,145311.0,154923.0,36271.0,215489.0,48472.0,14506.0,17248.0,19044.0,20110.0,25871.0,26722.0,23524.0,22551.0,23125.0,22806.0,1745.0,19827.0,77973.0,34914.0,73920.0,29342.0,24137.0,1590.0,129474.0,131497.0,2095.0,1934.0,12205.0,12268.0
185,tp_mrt,Y15,台北捷運板新站,165,71157.0,6584255.0,5237.0,96579.0,249017.0,121245.0,127780.0,30989.0,179415.0,38620.0,12078.0,14171.0,16082.0,17352.0,22463.0,22807.0,19089.0,17849.0,18573.0,18961.0,1223.0,14956.0,61870.0,28024.0,61971.0,26742.0,21454.0,1382.0,108289.0,108478.0,1820.0,1541.0,9540.0,9323.0
186,tp_mrt,Y16,台北捷運板橋站,167,71742.0,6625236.0,5281.0,97386.0,251562.0,122783.0,128790.0,31583.0,181529.0,38458.0,12311.0,14398.0,16443.0,17621.0,22716.0,23010.0,19156.0,17902.0,18730.0,19255.0,1197.0,15116.0,62170.0,28036.0,62730.0,27573.0,21403.0,1362.0,109837.0,109452.0,1815.0,1540.0,9439.0,9200.0
187,tp_mrt,Y17,台北捷運新埔民生站,169,71005.0,6546146.0,5329.0,96395.0,248289.0,121105.0,127192.0,31175.0,178165.0,38955.0,12096.0,14198.0,16178.0,17324.0,22229.0,22572.0,18884.0,17702.0,18336.0,18661.0,1200.0,14859.0,61268.0,27251.0,61905.0,26924.0,21883.0,1413.0,108477.0,107756.0,1807.0,1531.0,9097.0,9042.0
188,tp_mrt,Y18,台北捷運頭前庄站,120,54189.0,5035846.0,3761.0,73074.0,188569.0,91799.0,96775.0,24621.0,137035.0,26911.0,9731.0,11303.0,12714.0,13124.0,16553.0,17343.0,14742.0,13818.0,14077.0,13639.0,817.0,11098.0,47037.0,20612.0,46976.0,20717.0,15435.0,975.0,83498.0,81713.0,1382.0,1049.0,6940.0,6393.0
189,tp_mrt,Y19,台北捷運幸福站,103,49894.0,4599924.0,3194.0,66183.0,170973.0,83497.0,87478.0,22007.0,125809.0,23160.0,9077.0,10600.0,11798.0,11950.0,15007.0,15865.0,13595.0,12810.0,12896.0,12219.0,699.0,9662.0,42596.0,18608.0,43331.0,19458.0,13564.0,826.0,75885.0,73962.0,1264.0,936.0,6620.0,6083.0
190,tp_mrt,Y20,台北捷運新北產業園區站,109,51641.0,4524866.0,3240.0,68629.0,181535.0,88880.0,92662.0,23627.0,135017.0,22894.0,9918.0,11823.0,13108.0,12920.0,15756.0,16536.0,14179.0,13730.0,14170.0,12876.0,597.0,8988.0,44089.0,19039.0,47211.0,22738.0,14169.0,852.0,81450.0,77448.0,1344.0,986.0,7018.0,6792.0
191,tp_mrt,Y21,台北輕軌工商展覽中心站,92,47251.0,4157229.0,2713.0,61508.0,166389.0,81373.0,85022.0,22685.0,124734.0,18972.0,9403.0,11293.0,12326.0,11983.0,14562.0,15336.0,13101.0,12629.0,12888.0,11209.0,513.0,7938.0,40582.0,17423.0,43311.0,20420.0,12573.0,749.0,75010.0,71511.0,1299.0,825.0,7247.0,6372.0
192,tp_mrt,Y22,台北輕軌更寮站,100,49685.0,4274412.0,2894.0,65987.0,177312.0,86955.0,90363.0,22958.0,133584.0,20773.0,9787.0,12014.0,13359.0,13103.0,15620.0,15768.0,13602.0,13581.0,14155.0,12587.0,525.0,8215.0,42861.0,17993.0,46116.0,23531.0,14033.0,847.0,79956.0,75667.0,1387.0,927.0,7793.0,6880.0
193,tp_mrt,Y23,台北輕軌中路站,113,49305.0,4217151.0,3256.0,67219.0,177975.0,87476.0,90509.0,22001.0,133252.0,22723.0,9564.0,11711.0,13053.0,12883.0,15608.0,15778.0,13713.0,13709.0,14225.0,13010.0,523.0,8241.0,42334.0,17873.0,46065.0,24688.0,15047.0,938.0,79935.0,75130.0,1315.0,1019.0,7130.0,7049.0
194,tp_mrt,Y24,台北輕軌徐匯中學站,155,59738.0,5024845.0,4404.0,82531.0,216298.0,106391.0,109915.0,25882.0,160888.0,29526.0,11289.0,13882.0,15507.0,15570.0,18967.0,19043.0,16683.0,16667.0,17307.0,15977.0,638.0,9913.0,50960.0,21853.0,56129.0,29659.0,19701.0,1220.0,96367.0,91126.0,1595.0,1315.0,8404.0,8535.0
195,tp_mrt,Y25,台北輕軌分子尾站,127,52890.0,4426883.0,3603.0,71921.0,192480.0,94529.0,97960.0,23675.0,142894.0,25911.0,10127.0,12400.0,13792.0,13913.0,17091.0,17084.0,14754.0,14588.0,15129.0,14016.0,565.0,8683.0,45152.0,19338.0,49645.0,26323.0,17692.0,1089.0,85918.0,81511.0,1445.0,1137.0,7420.0,7542.0
196,tp_mrt,Y26,台北輕軌五華國小站,144,58762.0,5085113.0,4201.0,79200.0,207907.0,101883.0,106029.0,24833.0,152297.0,30778.0,10338.0,12706.0,14264.0,14981.0,18680.0,18366.0,15659.0,15548.0,16202.0,15556.0,776.0,10494.0,49896.0,21383.0,52625.0,26718.0,19659.0,1173.0,91565.0,88909.0,1561.0,1327.0,7936.0,8412.0
197,tp_mrt,Y27,台北輕軌社子站,118,53358.0,5339952.0,3838.0,69859.0,175961.0,85188.0,90774.0,21493.0,124116.0,30350.0,7931.0,9587.0,10716.0,12055.0,15834.0,15470.0,13279.0,12871.0,13194.0,13189.0,1247.0,12140.0,46449.0,19426.0,41121.0,17348.0,15517.0,915.0,75670.0,77148.0,1372.0,1215.0,7270.0,8532.0
198,tp_mrt,Y28,台北輕軌士林區公所站,73,46089.0,5161114.0,2786.0,55524.0,144866.0,69761.0,75103.0,18880.0,99969.0,26021.0,6456.0,7739.0,8507.0,9698.0,12857.0,12265.0,10588.0,10389.0,10612.0,10870.0,1413.0,12040.0,41734.0,16533.0,31340.0,10848.0,11217.0,644.0,61583.0,65880.0,1162.0,952.0,5531.0,7206.0
199,tp_mrt,Y29,台北輕軌士林站,61,43475.0,5172016.0,2516.0,50574.0,133028.0,63595.0,69430.0,18125.0,90702.0,24208.0,5927.0,7017.0,7647.0,8769.0,11661.0,11125.0,9637.0,9408.0,9605.0,9911.0,1472.0,12200.0,40012.0,15356.0,27437.0,8351.0,9429.0,482.0,56567.0,61269.0,1069.0,868.0,5117.0,6785.0
200,tp_mrt,Y30,台北輕軌雨農站,57,40528.0,5044357.0,2532.0,46855.0,123360.0,58790.0,64566.0,17065.0,83934.0,22368.0,5533.0,6520.0,7064.0,8075.0,10720.0,10255.0,8915.0,8747.0,8924.0,9180.0,1527.0,11692.0,37738.0,14150.0,24875.0,7396.0,8344.0,427.0,52484.0,56992.0,981.0,787.0,4820.0,6324.0
201,tp_mrt,Y31,台北輕軌故宮博物院站,37,26087.0,3584803.0,1839.0,29354.0,75566.0,35833.0,39733.0,9855.0,51653.0,14064.0,3323.0,4089.0,4475.0,4976.0,6351.0,5830.0,5350.0,5504.0,5794.0,5960.0,1053.0,8323.0,25046.0,8725.0,14321.0,3849.0,4106.0,212.0,31696.0,35612.0,594.0,481.0,3134.0,4008.0
202,tp_mrt,Y32,台北輕軌劍南路站,31,24605.0,3350862.0,1541.0,27472.0,70729.0,33407.0,37325.0,9585.0,48499.0,12646.0,3160.0,3718.0,4150.0,4686.0,5979.0,5709.0,5147.0,5155.0,5381.0,5425.0,894.0,7868.0,23769.0,8286.0,13077.0,3457.0,3530.0,198.0,29852.0,33265.0,565.0,424.0,3104.0,3793.0
