Country,District,Village,Village_ID,Village_Chief,Address,lat,lng
基隆市,中正區,德義里,10017010-001,張建源,基隆市中正區義二路97之 1號,25.1327883,121.746435
基隆市,中正區,正義里,10017010-002,駱錫賢,基隆市中正區義二路147號,25.1338823,121.747188
基隆市,中正區,信義里,10017010-003,江添丁,基隆市中正區正義路69號,25.1345211,121.7483922
基隆市,中正區,義重里,10017010-004,林世英,基隆市中正區義二路252巷1之2號,25.1359302,121.7488892
基隆市,中正區,港通里,10017010-005,簡進發,基隆市中正區中正路34號11F之4,25.133391,121.7450258
基隆市,中正區,中船里,10017010-006,蔣春生,基隆市中正區中船路36巷12弄32號,25.1351325,121.7517743
基隆市,中正區,正船里,10017010-007,江惠卿,基隆市中正區中船路5巷19號6F,25.1378074,121.7503488
基隆市,中正區,入船里,10017010-008,沈春重,基隆市中正區中船路112巷62號,25.1388621,121.7529826
基隆市,中正區,中砂里,10017010-009,郭蒼成,基隆市中正區中船路112巷4號,25.1379746,121.7515667
基隆市,中正區,正砂里,10017010-010,俞明發,基隆市中正區中正路179號3F,25.1424553,121.7606769
基隆市,中正區,真砂里,10017010-011,魏君龍,基隆市中正區中正路318巷13號,25.1423485,121.7614705
基隆市,中正區,砂灣里,10017010-012,簡曉東,基隆市中正區祥豐街185之2號,25.1432079,121.7653067
基隆市,中正區,建國里,10017010-013,王雅蘭,基隆市中正區祥豐街177巷60之3號,25.1442858,121.7659372
基隆市,中正區,中濱里,10017010-014,謝東榮,基隆市中正區武昌街104巷58號2樓,25.1488397,121.7652944
基隆市,中正區,海濱里,10017010-015,莊哲豪,基隆市中正區北寧路31巷41之7號,25.1515223,121.7736316
基隆市,中正區,社寮里,10017010-016,范詠翔,基隆市中正區和一路41巷2弄28號,25.1546996,121.7666057
基隆市,中正區,和憲里,10017010-017,蘇來成,基隆市中正區和平街25號4F,25.1557775,121.7682838
基隆市,中正區,平寮里,10017010-018,蔡淑貞,基隆市中正區平三路39之2號,25.1557709,121.7631252
基隆市,中正區,八斗里,10017010-019,杜劍秋,基隆市中正區漁港三街68號4樓,25.1413438,121.7964908
基隆市,中正區,碧砂里,10017010-020,黃志強,基隆市中正區北寧路346號3F,25.1407059,121.7922605
基隆市,中正區,長潭里,10017010-021,鍾麗美,基隆市中正區北寧路369巷14號2樓,25.1409909,121.7998001
基隆市,中正區,砂子里,10017010-022,曾秀菁,基隆市中正區觀海街198號13樓,25.1362687,121.7956374
基隆市,中正區,中正里,10017010-023,梁火龍,基隆市中正區中正路393巷38之4號,25.151232,121.7671371
基隆市,中正區,正濱里,10017010-024,林耀基,基隆市中正區中正路517號,25.1526683,121.7683008
基隆市,中正區,新豐里,10017010-025,丁麗娜,基隆市中正區新豐街326號,25.1359695,121.7869112
基隆市,中正區,新富里,10017010-026,蕭猷盛,基隆市中正區新豐街345之3號3樓,25.1356226,121.7871372
基隆市,七堵區,長興里,10017020-001,姚琴富,基隆市七堵區東新街76巷7號,25.0945391,121.7201107
基隆市,七堵區,正光里,10017020-002,邱繼彥,基隆市七堵區開元路44號,25.096668,121.7146094
基隆市,七堵區,富民里,10017020-003,吳明宗,基隆市七堵區崇廉街10巷10號,25.099206,121.7166266
基隆市,七堵區,永平里,10017020-004,黃朝家,基隆市七堵區崇智街11巷26號,25.0993008,121.7126451
基隆市,七堵區,永安里,10017020-005,陳君治,基隆市七堵區自治北街35號,25.0979429,121.711918
基隆市,七堵區,八德里,10017020-006,余文財,基隆市七堵區大華一路61巷18號,25.1016452,121.7154335
基隆市,七堵區,自強里,10017020-007,張仁化,基隆市七堵區自強路16號,25.101377,121.713105
基隆市,七堵區,六堵里,10017020-008,廖國勳,基隆市七堵區工建路1之8號,25.091164,121.701754
基隆市,七堵區,泰安里,10017020-009,詹仁豪,基隆市七堵區泰安路23之60號,25.0884125,121.7083577
基隆市,七堵區,堵北里,10017020-010,林俊德,基隆市七堵區福一街136號,25.083386,121.6952786
基隆市,七堵區,堵南里,10017020-011,余佩儒,基隆市七堵區溪頭街23號,25.0829619,121.6891928
基隆市,七堵區,瑪南里,10017020-012,蘇陳素花,基隆市七堵區大華二路150號,25.1111407,121.6889667
基隆市,七堵區,瑪東里,10017020-013,李文良,基隆市七堵區大同街60之1號,25.1397107,121.6815642
基隆市,七堵區,瑪西里,10017020-014,陳美雲,基隆市七堵區大華三路36號,25.123009,121.678705
基隆市,七堵區,友一里,10017020-015,陳春炎,基隆市七堵區華新一路126號,25.1006353,121.6664521
基隆市,七堵區,友二里,10017020-016,蘇秋福,基隆市七堵區華新二路97巷5號,25.1157773,121.6568882
基隆市,七堵區,正明里,10017020-017,高崑繽,基隆市七堵區開元路102之2號1樓,25.0959834,121.7125222
基隆市,七堵區,百福里,10017020-018,何孟翰,基隆市七堵區百五街91號,25.0841927,121.6977919
基隆市,七堵區,實踐里,10017020-019,吳麗如,基隆市七堵區福二街55號,25.0810213,121.696202
基隆市,七堵區,長安里,10017020-020,張聰龍,基隆市七堵區長安街243巷10號,25.0740855,121.6965486
基隆市,暖暖區,八西里,10017030-001,林明傳,基隆市暖暖區尚仁街35之4號,25.1116517,121.7337595
基隆市,暖暖區,八堵里,10017030-002,蔡毓濱,基隆市暖暖區源遠路7號,25.1087388,121.7318993
基隆市,暖暖區,八南里,10017030-003,陳碧琴,基隆市暖暖區八堵路185巷77號,25.1011912,121.7255855
基隆市,暖暖區,過港里,10017030-004,陳清池,基隆市暖暖區過港路287號,25.1074035,121.7358177
基隆市,暖暖區,碇內里,10017030-005,林錦隆,基隆市暖暖區暖碇路15巷34之5號,25.0966561,121.7528661
基隆市,暖暖區,碇和里,10017030-006,林香,基隆市暖暖區源遠路190號6F,25.098243,121.7504253
基隆市,暖暖區,暖同里,10017030-007,林明坤,基隆市暖暖區暖暖街16巷54之1號,25.1011596,121.7370764
基隆市,暖暖區,暖暖里,10017030-008,陳建興,基隆市暖暖區暖暖街199號1F,25.098865,121.7354549
基隆市,暖暖區,暖東里,10017030-009,林嘉萬,基隆市暖暖區東勢街117號,25.1000526,121.7364315
基隆市,暖暖區,暖西里,10017030-010,周明信,基隆市暖暖區東勢街26巷103號2F,25.096006,121.7379746
基隆市,暖暖區,八中里,10017030-011,俞偉明,基隆市暖暖區金華街179號,25.1096003,121.7296746
基隆市,暖暖區,碇安里,10017030-012,余香慧,基隆市暖暖區源遠路297巷65號,25.1003587,121.7568149
基隆市,暖暖區,碇祥里,10017030-013,馮瑞枝,基隆市暖暖區碇內街324號3F,25.089474,121.752776
基隆市,仁愛區,林泉里,10017040-001,駱俊雄,基隆市仁愛區復興街70巷22號,25.1247659,121.7522938
基隆市,仁愛區,花崗里,10017040-002,姜永國,基隆市仁愛區仁一路133號4樓,25.1277669,121.752405
基隆市,仁愛區,虹橋里,10017040-003,李碧霞,基隆市仁愛區劉銘傳路63巷18之2號,25.125683,121.751199
基隆市,仁愛區,水錦里,10017040-004,林國星,基隆市仁愛區愛六路21號2樓,25.12811,121.747118
基隆市,仁愛區,智仁里,10017040-005,郭智勇,基隆市仁愛區愛七路22號5樓,25.1267843,121.748967
基隆市,仁愛區,和明里,10017040-006,陳建平,基隆市仁愛區愛五路24號3F,25.128375,121.74576
基隆市,仁愛區,忠勇里,10017040-007,林羅清梅,基隆市仁愛區愛五路6巷19弄22之3號底二層,25.1265273,121.7457581
基隆市,仁愛區,玉田里,10017040-008,闕美玉,基隆市仁愛區愛四路10巷39號,25.127779,121.743535
基隆市,仁愛區,仁德里,10017040-009,王朝成,基隆市仁愛區孝一路75號,25.1299204,121.7414275
基隆市,仁愛區,博愛里,10017040-010,邱三元,基隆市仁愛區仁四路5號,25.1275217,121.7429902
基隆市,仁愛區,福仁里,10017040-011,林木火,基隆市仁愛區南榮路55巷8-2號3樓,25.126249,121.743103
基隆市,仁愛區,誠仁里,10017040-012,洪棟全,基隆市仁愛區南榮路151巷31弄12號2樓,25.1245475,121.7439932
基隆市,仁愛區,吉仁里,10017040-013,李建德,基隆市仁愛區南新街58號,25.1238787,121.7441561
基隆市,仁愛區,育仁里,10017040-014,藍正信,基隆市仁愛區南榮路339號,25.119137,121.7436417
基隆市,仁愛區,英仁里,10017040-015,楊凱婷,基隆市仁愛區南榮路443號,25.1159156,121.7435042
基隆市,仁愛區,龍門里,10017040-016,林宗益,基隆市仁愛區龍安街401號,25.1201735,121.7425846
基隆市,仁愛區,德厚里,10017040-017,林金旺,基隆市仁愛區龍安街198巷23號,25.1228339,121.7416765
基隆市,仁愛區,曲水里,10017040-018,徐鄭麗鳳,基隆市仁愛區曲水街31號,25.1213471,121.742942
基隆市,仁愛區,崇文里,10017040-019,陳明楷,基隆市仁愛區南榮路34號,25.1252908,121.7427404
基隆市,仁愛區,文安里,10017040-020,李隆進,基隆市仁愛區崇安街36巷22號,25.1265607,121.7407441
基隆市,仁愛區,兆連里,10017040-021,潘國龍,基隆市仁愛區獅球路1號,25.126134,121.73947
基隆市,仁愛區,獅球里,10017040-022,林錦榮,基隆市仁愛區獅球路117號,25.1244615,121.7375793
基隆市,仁愛區,書院里,10017040-023,林文肯,基隆市仁愛區獅球路48巷26號,25.12428,121.735982
基隆市,仁愛區,朝棟里,10017040-024,李光健,基隆市仁愛區成功一路133巷23號3樓之1,25.1289889,121.7358609
基隆市,仁愛區,明德里,10017040-025,許文杰,基隆市仁愛區公園街331號,25.1293088,121.7379729
基隆市,仁愛區,同風里,10017040-026,戴學禮,基隆市仁愛區孝一路23巷5弄1號,25.128759,121.7399125
基隆市,仁愛區,文昌里,10017040-027,王明清,基隆市仁愛區孝三路65巷18號,25.1302267,121.7387495
基隆市,仁愛區,新店里,10017040-028,陳祐益,基隆市仁愛區孝二路46巷10號,25.129218,121.740298
基隆市,仁愛區,光華里,10017040-029,陳世豐,基隆市仁愛區華二街9號,25.1264463,121.7372049
基隆市,中山區,新建里,10017050-001,高瑞堂,基隆市中山區成功二路26號,25.1297133,121.7368689
基隆市,中山區,安民里,10017050-002,羅聰德,基隆市中山區安一路94號,25.131668,121.7356569
基隆市,中山區,安平里,10017050-003,楊榮豐,基隆市中山區安一路21號,25.1313512,121.7370677
基隆市,中山區,中山里,10017050-004,羅予廷,基隆市中山區中山一路145巷57號,25.1330077,121.7378275
基隆市,中山區,民治里,10017050-005,施財濃,基隆市中山區中山一路241巷106號,25.136065,121.738196
基隆市,中山區,中興里,10017050-006,李進發,基隆市中山區中山二路51巷20之3號,25.1378763,121.7401633
基隆市,中山區,仁正里,10017050-007,陳炳楠,基隆市中山區中山二路89巷1號,25.13978,121.7394883
基隆市,中山區,健民里,10017050-008,郭正勇,基隆市中山區健民街1巷1弄11號,25.141966,121.738249
基隆市,中山區,通化里,10017050-009,徐麗玲,基隆市中山區中華路27號,25.145771,121.738472
基隆市,中山區,居仁里,10017050-010,鄭淑華,基隆市中山區通仁街131號地下室,25.1446131,121.7351199
基隆市,中山區,通明里,10017050-011,蘇祐平,基隆市中山區中華路105巷5之1號,25.1479521,121.7378086
基隆市,中山區,協和里,10017050-012,張中信,基隆市中山區文化路108巷2號,25.153805,121.734497
基隆市,中山區,文化里,10017050-013,李麗真,基隆市中山區文明路43巷35號4樓,25.155875,121.7299322
基隆市,中山區,仙洞里,10017050-014,何銘松,基隆市中山區仁安街71巷1號4F,25.1457042,121.7472348
基隆市,中山區,太白里,10017050-015,鄭吉雄,基隆市中山區光華路15巷34號2樓,25.1535624,121.7439171
基隆市,中山區,西榮里,10017050-016,郭朝鐘,基隆市中山區西定路73號,25.1334103,121.7350016
基隆市,中山區,西華里,10017050-017,陳柏豪,基隆市中山區西定路139號,25.1345635,121.7342592
基隆市,中山區,西定里,10017050-018,謝萬利,基隆市中山區西定路247號,25.1369975,121.7321957
基隆市,中山區,西康里,10017050-019,張繼志,基隆市中山區西定路423巷30號,25.1402482,121.727937
基隆市,中山區,德和里,10017050-020,曾聖為,基隆市中山區復興路212巷12弄26之2號,25.1473903,121.728027
基隆市,中山區,中和里,10017050-021,蘇彩雪,基隆市中山區中和路85巷36之3號,25.1482385,121.7220195
基隆市,中山區,德安里,10017050-022,謝銘傳,基隆市中山區復興路331巷32號,25.1511169,121.727688
基隆市,中山區,和平里,10017050-023,張和妹,基隆市中山區中山三路103巷80號,25.142794,121.7443093
基隆市,中山區,和慶里,10017050-024,李詹淇,基隆市中山區中和路168巷8弄16號3樓,25.1499358,121.7159473
基隆市,安樂區,西川里,10017060-001,王忠誠,基隆市安樂區新西街11巷11號2F,25.1377571,121.7300382
基隆市,安樂區,定國里,10017060-002,石北海,基隆市安樂區定國街119巷5號,25.135366,121.73265
基隆市,安樂區,新西里,10017060-003,陳漢昭,基隆市安樂區新西街207巷15號,25.141675,121.724504
基隆市,安樂區,定邦里,10017060-004,林惠蓮,基隆市安樂區安一路100巷31號,25.132189,121.7342508
基隆市,安樂區,慈仁里,10017060-005,陳禮信,基隆市安樂區安一路190號4F,25.1326469,121.732353
基隆市,安樂區,干城里,10017060-006,俞秀真,基隆市安樂區安一路310號2F,25.1324909,121.7284127
基隆市,安樂區,永康里,10017060-007,陳銘坤,基隆市安樂區崇德路10巷42號,25.1301765,121.728889
基隆市,安樂區,嘉仁里,10017060-008,王貴美,基隆市安樂區崇德路184號,25.127566,121.731445
基隆市,安樂區,安和里,10017060-009,童意鵬,基隆市安樂區樂一路6號,25.131639,121.734485
基隆市,安樂區,樂一里,10017060-010,郭時福,基隆市安樂區樂一路43巷2號,25.1310459,121.734565
基隆市,安樂區,外寮里,10017060-011,顏厚廣,基隆市安樂區基金一路129巷1之4號3樓,25.139572,121.7125705
基隆市,安樂區,中崙里,10017060-012,李源林,基隆市安樂區基金二路1巷1號,25.142195,121.703071
基隆市,安樂區,內寮里,10017060-013,嚴福神,基隆市安樂區武隆街105巷18號,25.1588749,121.6932517
基隆市,安樂區,新崙里,10017060-014,林金龍,基隆市安樂區基金一路210巷1弄29之2號,25.1428908,121.7088946
基隆市,安樂區,三民里,10017060-015,許超勝,基隆市安樂區麥金路439巷17號,25.1259254,121.7183166
基隆市,安樂區,四維里,10017060-016,黃雅玲,基隆市安樂區安和一街330巷6之1號10F,25.1289608,121.7237147
基隆市,安樂區,五福里,10017060-017,舒瑞利,基隆市安樂區樂利三街36巷51之2號,25.1253671,121.7139362
基隆市,安樂區,六合里,10017060-018,潘德發,基隆市安樂區樂利三街263巷3弄1之3號,25.1270843,121.7158465
基隆市,安樂區,七賢里,10017060-019,林慶寶,基隆市安樂區安和一街6巷22之4號5F,25.122766,121.72402
基隆市,安樂區,鶯歌里,10017060-020,何進守,基隆市安樂區八德路31巷11號,25.1152285,121.7288753
基隆市,安樂區,武崙里,10017060-021,李文財,基隆市安樂區基金一路164號7F,25.1405706,121.7117386
基隆市,安樂區,長樂里,10017060-022,張德發,基隆市安樂區樂利三街8巷33號15樓,25.1300207,121.7185201
基隆市,安樂區,興寮里,10017060-023,黃書筠,基隆市安樂區基金一路75號,25.137389,121.718548
基隆市,安樂區,鶯安里,10017060-024,謝偉仁,基隆市安樂區麥金路191號13F,25.1209365,121.7216659
基隆市,安樂區,壯觀里,10017060-025,楊添發,基隆市安樂區樂利二街62巷18號2F,25.1234187,121.7188138
基隆市,信義區,仁壽里,10017070-001,林東寶,基隆市信義區信二路247巷6號,25.12991,121.747854
基隆市,信義區,仁義里,10017070-002,王柏力,基隆市信義區義六路5號3樓,25.1289615,121.7508974
基隆市,信義區,義昭里,10017070-003,童冠睿,基隆市信義區信二路234巷10號3樓,25.1301157,121.7518408
基隆市,信義區,義幸里,10017070-004,李王環,基隆市信義區信二路174巷36號,25.1298616,121.754398
基隆市,信義區,義民里,10017070-005,連轉旺,基隆市信義區信二路72號,25.1291935,121.7559785
基隆市,信義區,義和里,10017070-006,蔡麗月,基隆市信義區正信路151巷1之23號,25.1307498,121.7579572
基隆市,信義區,智慧里,10017070-007,蔡美玉,基隆市信義區仁一路23號1F,25.127892,121.7552667
基隆市,信義區,智誠里,10017070-008,何希華,基隆市信義區月眉路71之1號,25.1221728,121.7570062
基隆市,信義區,禮儀里,10017070-009,郭金德,基隆市信義區東明路77巷176號5F,25.1270022,121.7610215
基隆市,信義區,禮東里,10017070-010,賴興泉,基隆市信義區東明路77巷1弄16號,25.1272738,121.7634358
基隆市,信義區,信綠里,10017070-011,吳銘達,基隆市信義區東信路310巷13號,25.1289993,121.7606563
基隆市,信義區,東光里,10017070-012,陳裕燦,基隆市信義區崇法街77巷7號,25.1326156,121.765956
基隆市,信義區,東明里,10017070-013,翁誠鍾,基隆市信義區東光路205巷55號,25.1313426,121.7673292
基隆市,信義區,東安里,10017070-014,林睿騰,基隆市信義區培德路2巷38號2F,25.1271593,121.7692168
基隆市,信義區,孝岡里,10017070-015,吳石金,基隆市信義區深澳坑路232之14號,25.124365,121.789688
基隆市,信義區,東信里,10017070-016,賴姵綺,基隆市信義區花源三街58號,25.1340535,121.7645897
基隆市,信義區,孝深里,10017070-017,何國鍊,基隆市信義區深澳坑路172巷10之6號,25.1249172,121.7857372
基隆市,信義區,孝賢里,10017070-018,莊榮清,基隆市信義區教孝街9巷4號,25.1381372,121.7741912
基隆市,信義區,孝德里,10017070-019,朱志偉,基隆市信義區東峰街41巷2號,25.1328227,121.7746685
基隆市,信義區,孝忠里,10017070-020,林崇道,基隆市信義區深溪路36巷58號7樓,25.1318448,121.7828447
台北市,松山區,莊敬里,63000010-002,劉美鳳,台北市松山區撫遠街369巷12號1樓,25.0640887,121.5666171
台北市,松山區,東榮里,63000010-003,鄭玉梅,台北市松山區民生東路5段69巷3號1樓,25.059085,121.55811
台北市,松山區,三民里,63000010-004,謝翠鈴,台北市松山區民生東路5段163-1號8樓,25.0593151,121.5629083
台北市,松山區,新益里,63000010-005,吳美貞,台北市松山區富錦街581巷20號,25.062881,121.5663809
台北市,松山區,富錦里,63000010-006,李煥中,台北市松山區富錦街515號,25.0611989,121.564618
台北市,松山區,新東里,63000010-007,華國雄,台北市松山區延壽街3號,25.0574286,121.5689918
台北市,松山區,富泰里,63000010-008,吳學毅,台北市松山區新東街1巷15號,25.0573387,121.5650763
台北市,松山區,介壽里,63000010-009,蔡錦文,台北市松山區延壽街337之1號2樓,25.0566882,121.5599426
台北市,松山區,精忠里,63000010-010,賴美旭,台北市松山區民生東路4段133號,25.0584809,121.5548551
台北市,松山區,東光里,63000010-011,許秀雲,台北市松山區南京東路5段123巷41號1樓,25.0532968,121.5607619
台北市,松山區,龍田里,63000010-012,袁俊麒,台北市松山區光復北路230巷21號地下1層,25.0562299,121.5544568
台北市,松山區,東昌里,63000010-013,陳志明,台北市松山區民生東路4段112巷7弄24號,25.0565696,121.5552676
台北市,松山區,東勢里,63000010-014,王叔珍,台北市松山區南京東路4段133巷8弄7號,25.0530266,121.5547461
台北市,松山區,中華里,63000010-015,游吉興,台北市松山區敦化北路145巷23弄1號,25.053503,121.550349
台北市,松山區,民有里,63000010-016,江永華,台北市松山區民權東路3段140巷15號4樓,25.0604014,121.5470736
台北市,松山區,民福里,63000010-017,古瑞珍,台北市松山區民權東路3段103巷5弄5號,25.0629166,121.5452768
台北市,松山區,慈祐里,63000010-018,李祖民,台北市松山區八德路4段580號1樓,25.0496978,121.5718394
台北市,松山區,安平里,63000010-019,洪温滿,台北市松山區南京東路5段291巷44弄23-1號5樓,25.053455,121.5655042
台北市,松山區,鵬程里,63000010-020,許顏建,台北市松山區健康路401號,25.0546916,121.5691233
台北市,松山區,自強里,63000010-021,李台華,台北市松山區健康路185巷15號7樓之1,25.0549723,121.5612875
台北市,松山區,吉祥里,63000010-022,陳永昌,台北市松山區八德路4段245巷52弄5號,25.0504311,121.5636963
台北市,松山區,新聚里,63000010-024,郭秀鳳,台北市松山區南京東路5段250巷9之8號,25.0499538,121.5657039
台北市,松山區,復盛里,63000010-025,王正雄,台北市松山區市民大道5段99之3號,25.0477411,121.5613359
台北市,松山區,中正里,63000010-026,洪樸陽,台北市松山區長安東路3段229號12樓,25.0481857,121.5414773
台北市,松山區,中崙里,63000010-027,張陳碧雲,台北市松山區八德路2段410巷16弄6號,25.0472589,121.546315
台北市,松山區,美仁里,63000010-028,林志創,台北市松山區八德路3段99巷10號,25.0489018,121.5534456
台北市,松山區,吉仁里,63000010-029,李全長,台北市松山區八德路3段76號3樓之2(中崙市場區民活動中心),25.0480617,121.5526859
台北市,松山區,敦化里,63000010-030,蘇榮文,台北市松山區八德路3段12巷52弄2之1號,25.046038,121.5505852
台北市,松山區,復源里,63000010-031,温福義,台北市松山區八德路3段158巷12號,25.047565,121.5549759
台北市,松山區,復建里,63000010-032,林坤信,台北市松山區光復南路66巷34號,25.0452742,121.5562141
台北市,松山區,復勢里,63000010-033,徐麗雲,台北市松山區八德路3段199巷8號,25.0490133,121.5561789
台北市,松山區,福成里,63000010-034,葉佐良,台北市松山區敦化南路1段100巷6號2樓A室,25.0461709,121.5483945
台北市,松山區,松基里,63000010-035,黃建賓,台北市松山區長春路339巷2號,25.0552103,121.5452241
台北市,信義區,西村里,63000020-001,馬念慈,台北市信義區基隆路1段364巷22號,25.03501,121.559205
台北市,信義區,正和里,63000020-002,尹俊富,台北市信義區仁愛路4段452巷16號,25.0366927,121.5591034
台北市,信義區,興隆里,63000020-003,羅松美,台北市信義區基隆路1段350之59號,25.036495,121.561356
台北市,信義區,中興里,63000020-004,趙惠美,台北市信義區嘉興街58號,25.0312149,121.5579993
台北市,信義區,新仁里,63000020-005,吳建德,台北市信義區忠孝東路4段553巷22弄21號1樓,25.0413569,121.5656916
台北市,信義區,興雅里,63000020-006,林素琴,台北市信義區松隆路26號,25.0431689,121.567463
台北市,信義區,敦厚里,63000020-007,方聰杰,台北市信義區永吉路30巷102弄14號,25.0436863,121.568312
台北市,信義區,廣居里,63000020-008,楊玉堂,台北市信義區忠孝東路5段372巷27弄75-1號,25.039788,121.576441
台北市,信義區,安康里,63000020-009,萬宇恆,台北市信義區虎林街232巷55號1樓,25.0358279,121.576198
台北市,信義區,六藝里,63000020-010,丁禾溱,台北市信義區永吉路180巷30號,25.0446134,121.5714238
台北市,信義區,雅祥里,63000020-011,高添喜,台北市信義區永吉路127巷21號,25.0464546,121.5702877
台北市,信義區,五常里,63000020-012,黃河村,台北市信義區永吉路225巷7弄34號2樓,25.0466109,121.575103
台北市,信義區,五全里,63000020-013,吳秀好,台北市信義區永吉路278巷1弄13號,25.04506,121.574577
台北市,信義區,永吉里,63000020-014,陳永昌,台北市信義區永吉路517巷1弄10號,25.045947,121.579725
台北市,信義區,長春里,63000020-015,許錦忠,台北市信義區忠孝東路5段423巷47號,25.043001,121.5753259
台北市,信義區,四育里,63000020-016,連圀堂,台北市信義區松山路180號,25.0460419,121.577604
台北市,信義區,四維里,63000020-017,劉耀平,台北市信義區虎林街70巷1號,25.044216,121.576869
台北市,信義區,永春里,63000020-018,許蕙蘭,台北市信義區松山路287巷3弄21號,25.04348,121.578294
台北市,信義區,富台里,63000020-019,陳國華,台北市信義區忠孝東路5段295巷3號,25.0416146,121.572415
台北市,信義區,國業里,63000020-020,林銘賢,台北市信義區虎林街222巷15號,25.0371041,121.576974
台北市,信義區,松隆里,63000020-021,黃俊龍,台北市信義區松山路695號1樓,25.031006,121.581269
台北市,信義區,松友里,63000020-022,張海秋,台北市信義區信義路6段92號,25.035561,121.577433
台北市,信義區,松光里,63000020-023,蔡福來,台北市信義區忠孝東路5段492巷32號,25.0397269,121.578254
台北市,信義區,中坡里,63000020-024,曾傳達,台北市信義區福德街125號,25.0373749,121.5825072
台北市,信義區,中行里,63000020-025,林美君,台北市信義區福德街268巷32號,25.0399266,121.5857949
台北市,信義區,大道里,63000020-026,毛水月,台北市信義區忠孝東路5段790巷62弄4號,25.0411416,121.583114
台北市,信義區,大仁里,63000020-027,蔡桂清,台北市信義區林口街80巷8號,25.03919,121.579637
台北市,信義區,景新里,63000020-028,孫積德,台北市信義區莊敬路178巷20號3樓,25.031533,121.560491
台北市,信義區,惠安里,63000020-029,周葉長,台北市信義區吳興街506巷21號,25.0230019,121.5684803
台北市,信義區,三張里,63000020-030,李伯壽,台北市信義區莊敬路423巷6弄1號,25.0282707,121.5670824
台北市,信義區,三犁里,63000020-031,翁信利,台北市信義區信義路5段150巷14弄6號1樓,25.028386,121.5694865
台北市,信義區,六合里,63000020-032,陳盈如,台北市信義區松仁路240巷19號3樓,25.0243196,121.5688375
台北市,信義區,泰和里,63000020-033,林正義,台北市信義區松仁路308巷60號1樓,25.0212617,121.5701369
台北市,信義區,景聯里,63000020-034,洪福周,台北市信義區吳興街106巷9號,25.0301192,121.5603932
台北市,信義區,景勤里,63000020-035,"陳羿璇
(代理里長)",台北市信義區吳興街156巷6號6樓,25.0290753,121.5611877
台北市,信義區,雙和里,63000020-036,宋祥輝,台北市信義區吳興街284巷24弄16號,25.0242554,121.5629806
台北市,信義區,嘉興里,63000020-037,鄭智耀,台北市信義區嘉興街175巷6號,25.0275587,121.5576687
台北市,信義區,黎順里,63000020-038,卓秀娟,台北市信義區崇德街15號,25.0244485,121.5535299
台北市,信義區,黎平里,63000020-039,楊介舟,台北市信義區富陽街55巷9號,25.0225824,121.5572815
台北市,信義區,黎忠里,63000020-040,黃種釧,台北市信義區和平東路3段391巷24號,25.0204134,121.5584025
台北市,信義區,黎安里,63000020-041,劉梅菊,台北市信義區和平東路3段627巷41弄8之1號,25.0126409,121.5652687
台北市,大安區,德安里,63000030-001,蔡銘宗,台北市大安區四維路78號6樓,25.0341348,121.5480089
台北市,大安區,仁慈里,63000030-002,陳麒中,台北市大安區復興南路1段295巷18號,25.0350927,121.5449814
台北市,大安區,和安里,63000030-003,翁德東,台北市大安區信義路3段109之6號1樓,25.033683,121.539153
台北市,大安區,民炤里,63000030-004,周暉泰,台北市大安區信義路3段31巷5號,25.0341248,121.5347221
台北市,大安區,仁愛里,63000030-005,鄭秀郎,台北市大安區復興南路1段191之1號,25.0401329,121.5440064
台北市,大安區,義村里,63000030-006,潘明勳,台北市大安區忠孝東路3段248巷7弄4號1樓,25.0410225,121.5417856
台北市,大安區,民輝里,63000030-007,陳威禎,台北市大安區濟南路3段9號3樓,25.0402879,121.5337088
台北市,大安區,昌隆里,63000030-008,王志剛,台北市大安區市民大道3段206號4樓之1,25.0443174,121.5399746
台北市,大安區,誠安里,63000030-009,李有福,台北市大安區安東街28號,25.0442432,121.5424343
台北市,大安區,光武里,63000030-010,韓修和,台北市大安區敦化南路1段160巷20號1樓,25.0436152,121.5468628
台北市,大安區,龍坡里,63000030-011,黃世詮,台北市大安區泰順街13-1號,25.025102,121.531544
台北市,大安區,龍泉里,63000030-012,龎維良,台北市大安區雲和街49號1樓,25.0236419,121.5289937
台北市,大安區,古風里,63000030-013,孔憲娟,台北市大安區泰順街60巷2之1號,25.0223609,121.5293271
台北市,大安區,古莊里,63000030-014,劉泓麟,台北市大安區師大路102巷7號,25.0223449,121.5279435
台北市,大安區,龍安里,63000030-015,洪秋甲,台北市大安區和平東路1段199巷4-9號,25.0268979,121.534035
台北市,大安區,錦安里,63000030-016,龔志慧,台北市大安區潮州街130巷3號1樓,25.028468,121.527599
台北市,大安區,福住里,63000030-017,李欣芠,台北市大安區永康街47巷10之1號,25.030064,121.530073
台北市,大安區,永康里,63000030-018,李明螢,台北市大安區金華街199巷3弄6號1樓,25.030536,121.528429
台北市,大安區,光明里,63000030-019,張惠銓,台北市大安區信義路2段86巷26號,25.0337869,121.525774
台北市,大安區,錦泰里,63000030-020,范燕淇,台北市大安區杭州南路2段65巷10號1樓,25.029729,121.522808
台北市,大安區,錦華里,63000030-021,溫美珠,台北市大安區羅斯福路2段35巷19弄6號,25.0279074,121.5230331
台北市,大安區,龍圖里,63000030-022,蕭萬居,台北市大安區建國南路2段25巷6號,25.0324396,121.5382386
